,sentence,domain
149,gennem nedgangssoles dis!,Wiki & Books
150,"Gråsælen (""Halichoerus grypus"") er et pattedyr i familien ægte sæler.",Wiki & Books
151,"Frihedens Kamp-Sang
",Wiki & Books
152,"Jens Baggesens Poetiske Skrifter, bind 4
",Wiki & Books
153,"- 1899
",Wiki & Books
154,"Du danske friske Strand, –",Wiki & Books
155,"Stormfuld Aften
",Wiki & Books
156,001823352:04,Wiki & Books
157,"Gud gav os den – Gud giv den bedste Seier! –
",Wiki & Books
158,"duggens fald mod aftentide
",Wiki & Books
159,For tredjegradsligningen vil der altid være minimum én og højst tre reele løsninger!,Wiki & Books
160,Perioden.,Wiki & Books
161,"Anadyomene
",Wiki & Books
162,Horaz og Lydia,Wiki & Books
163,"Da jeg var lille
",Wiki & Books
164,Oversat fra latin af Peter Zeeberg Tycho Brahe 000000000:08,Wiki & Books
165,Poul og Virginie under nordlig bredde,Wiki & Books
166,Blod og bloddannende organer,Wiki & Books
167,"Jeg bærer den Hat som jeg vil
",Wiki & Books
168,"Giengangeren og han selv, eller Baggesen over Baggesen
",Wiki & Books
169,"Lave høj, jeg tør dig sætte
",Wiki & Books
170,"Kom hid, I Mænd!",Wiki & Books
171,sig,Wiki & Books
172,"Du kan eventuelt forsøge at etablere et kontaktnet:
",Wiki & Books
173,Artikel 5 -,Wiki & Books
174,"Skønt det er irriterende, at det ikke var dig, der fik stillingen, så skal du alligevel gøre et godt indtryk.",Wiki & Books
175,"Den syge Mand
",Wiki & Books
176,"Makrel
",Wiki & Books
177,"Nej, lad stadig rugens kerne",Wiki & Books
178,Hele operationen blev ledet fra Guardia Civils hovedkvarter i Ceuta.,Wiki & Books
179,"Nervesystemet (""systema nervosum"").",Wiki & Books
180,"han blev da til så gæv en ridder,",Wiki & Books
181,kodekrum ved højens fod,Wiki & Books
182,"hvor jægere og hunde
",Wiki & Books
183,"Erindring
",Wiki & Books
184,"Husk at slutte kommandoen med """", når teksten ikke skal være link mere.",Wiki & Books
185,laboratorium i Benatky],Wiki & Books
186,"Paa Spidsen af St. Gottard
",Wiki & Books
187,"Cragii ... [Epigram om Niels Krags Respublica L...]
",Wiki & Books
188,"Rediff News, nyhedsavis med redaktion i New Delhi, læs her:",Wiki & Books
189,"Min anden Skabelse
",Wiki & Books
190,sendt' hannem til fjerne riger.,Wiki & Books
191,Saa sødt velsignet,Wiki & Books
192,"Da hun skulde reise
",Wiki & Books
193,.,Wiki & Books
194,Fragment Si quid agat ...,Wiki & Books
195,"Der gennemstrømmer mig en Ild
",Wiki & Books
196,"Hvor staaer Fuldmaanen over Kløver-Engen
",Wiki & Books
197,"flagret om dens brune sider,
",Wiki & Books
198,Pelsen har som regel en grå bundfarve med et stort antal mørke pletter.,Wiki & Books
199,"De tre folkeslag der opremses er tydeligvis
",Wiki & Books
200,"Ad Martinum Braschium [Epigram til Martinus Braschius]
",Wiki & Books
201,"Naar jeg saaledes uforbeholdent gjengiver og fremhæver Mormonismens „Endowment-Mysterier“ og nogle af dens mest bekjendte Blodsgjerninger i Utah, faa er det bog ingenlunde min Hensigt at beskylde alle dem som kalde sig Mormoner for at være delagtige eller medvidende i saadanne Forbrydelser.",Wiki & Books
202,"Siælens Høisang
",Wiki & Books
203,Bloddannende organer,Wiki & Books
204,Fornemmes sælsom Røst.,Wiki & Books
205,"Det er blevet standardiseret, så det er det samme i hele verden, f.eks. via PNA-systemet (Paris Nomina Anatomica), der sidst blev revideret i 1998.",Wiki & Books
206,"En af de første love, der blev opdaget, og som ledte til fremkomsten af kemien som en videnskab, er stofbevarelsesloven.",Wiki & Books
207,"Der findes imidlertid også andre udtryk som ikke er ligninger, hvor lighedstegnet er indblandet.",Wiki & Books
208,Så kan du f.eks. gå videre med at sige...,Wiki & Books
209,"Normalt sker energiomsætningen ved den iltning af glukose, som foregår ved cellernes (dvs. mitokondriernes) ånding.",Wiki & Books
210,"faldt på deres bare knæ, 
",Wiki & Books
211,viet den dit strubespil.,Wiki & Books
212,tændte ny.,Wiki & Books
213,"Rxkkefolge, vxgtning og indhold af de ovennxvnte aktiviteter varierer efter hvilken udviUngsmetode, der anvendes.",Wiki & Books
214,""" klik her men hellere noget i stil med ""se siden med svømme resultater"".",Wiki & Books
215,"har den en energimæssig fordel, men den må kunne tåle høje niveauer af iltningsstress.",Wiki & Books
216,"Mens Kirkeklokken klang,
",Wiki & Books
217,Han er farfar til kunstneren Iben Sandemose og oldefar til filminstruktøren Mikkel Sandemose.,Wiki & Books
218,"end måneder uden fem, 
",Wiki & Books
219,Ranker og Roser,Wiki & Books
220,Hvis du så skal have en underoverskrift skal du skrive .,Wiki & Books
221,"digt for at ære mit minde efter at fem gange fem år var forbi af hans
",Wiki & Books
222,Spejlinger,Wiki & Books
223,"""Fra mine Fædre raktes",Wiki & Books
224,"mens fra højens midnatsstjerne
",Wiki & Books
225,"Frederiksberg Slot, 1807
",Wiki & Books
226,Specialtilfælde.,Wiki & Books
227,Mine Børn er mine Sange,Wiki & Books
228,"Det er læren om materiens forvandling, i modsætning til fysik, der er læren om energiens forvandling.",Wiki & Books
229,"Ved danske Kunstneres Julegilde i Paris
",Wiki & Books
230,Øverst menupunkter som fx Technology og Archive.,Wiki & Books
231,"Melodi: Niels W. Gade, 1838 &lt;br&gt;",Wiki & Books
232,"Mit Lunes gamle Gield
",Wiki & Books
233,Danmarksrekorden er i øjeblikket 2.785 gram.,Wiki & Books
234,Sange ved Havet,Wiki & Books
235,så fast sit kongehus,Wiki & Books
236,tre!,Wiki & Books
237,Hunnerne er noget mindre.,Wiki & Books
238,"Til Frue Frederikke Brun
",Wiki & Books
239,I saltvand (brakvand) er mindstemålet 20 cm.,Wiki & Books
240,"Skaal for den Elskede
",Wiki & Books
241,"Fra Marokkos side har man udtrykt bekymring for, at øen bliver brugt af smuglere og terrorister.",Wiki & Books
242,"Desinfektion
",Wiki & Books
243,"Og fnøs ad Sjælehyrden
",Wiki & Books
244,"Til min Recensent
",Wiki & Books
245,"al min store og lønlig sorrig,",Wiki & Books
246,"Udvikhngsprocessen indledes med en analyse med henblik pa at definere projektets mAI og de forudsxtninger og rammer, der eksisterer for projektet.",Wiki & Books
247,I Panser og Plade,Wiki & Books
248,Den er dermed Danmarks største rovdyr.,Wiki & Books
249,"Til Apollo
",Wiki & Books
250,"Oldingen fra sengen rokked,
",Wiki & Books
251,"Sandemoses mor, som var fra Skedsmo udenfor Oslo, gav ham efter eget udsagn ""fædrelandsdrift"" mod sit hjemland, og efter Sigurd Hoels forslag bosatte han sig i Norge i 1930 og etablerede sig med det samme som norsk forfatter ved at oversætte noget af sit danske forfatterskab til norsk som ""En sømand går i land"" fra 1931.",Wiki & Books
252,"Han blev flyttet til Københavns Militærhospital, hvor han døde 6. august.",Wiki & Books
253,"Men i de Nætter klare,
",Wiki & Books
254,"Samlede poetiske Skrifter
",Wiki & Books
255,Ligesom andre fisk ånder aborren gennem gæller.,Wiki & Books
256,med en jubel i mit bryst,Wiki & Books
257,"Latinsk oversættelse af et græsk epigram
",Wiki & Books
258,Den franske Kone i Sorø,Wiki & Books
259,Ved mange forsøg er det nødvendigt at bruge gummihandsker da de benyttede kemikalier er tilpas farlige eller ubehagelige.,Wiki & Books
260,til verden sank i grus.,Wiki & Books
261,Og jeg vil drage,Wiki & Books
262,Paa hviden Ganger fløi,Wiki & Books
263,"Særligt med henblik på bestemmelsen i normalpolitivedtægens § 3 bemærkes, at det følger af det anførte, at denne bestemmelse ikke vil være til hinder for afholdelsen af almindelige demonstrationer.",Wiki & Books
264,"de er som fugletoner, jeg kan høre på min vej.",Wiki & Books
265,Ravnen,Wiki & Books
266,"Ved Jægerhornets Klang
",Wiki & Books
267,De aerobe nedbrydningsprocesser i jorden standser f.eks. ved denne koncentration.,Wiki & Books
268,En Strandvaskers Historie,Wiki & Books
269,Gør sikkerheden til en pointe og ikke en hindring for jeres show,Wiki & Books
270,"Jordens Lethe
",Wiki & Books
271,er rollespil på programmet blandt mange andre aktiviteter,Wiki & Books
272,Agnete fra Holmegaard,Wiki & Books
273,"Til Balladebarden
",Wiki & Books
274,"Tychonis Brahe Dani opera omnia, bind 9
",Wiki & Books
275,Som Løv i Stormens Spor;,Wiki & Books
276,"[Et vers på en pyramide]
",Wiki & Books
277,"Den Kongebolig stod;
",Wiki & Books
278,"Mellem Dragoner
",Wiki & Books
279,"Den visnede Maiblomst, Novbr. 1789
",Wiki & Books
280,"o gaar je ne ve Bækki en Avtenstund en Ganj,",Wiki & Books
281,"Primula, 1780
",Wiki & Books
282,"En ligning er to udtryk stillet op mod hinanden, som begge er ""lig"" hinanden.",Wiki & Books
283,"Kong Valdemar er lagt,
",Wiki & Books
284,5. Stedmoder,Wiki & Books
285,"Til den søde lille Nyfødte, d. 11 Juni 1814
",Wiki & Books
286,"Jeg har stået på mindets høje,
",Wiki & Books
287,Blandt aborrens naturlige fjender er gedden og sandarten.,Wiki & Books
288,"Et eksempel kunne være en såkaldt ""absurditet"", og vil sjældent blive omtalt:",Wiki & Books
289,Mangen glut med tunge blikke,Wiki & Books
290,kun fortæller noget til browseren bliver indeholet ikke vist på skærmen der imod bliver body vist på skærmen.,Wiki & Books
291,"Til de tre Familier, som havde iondbuden mig
",Wiki & Books
292,"Hesten Abildgraa
",Wiki & Books
293,Body er altså det der bliver vist på skærmen.,Wiki & Books
294,"Danmarks første rollespilforening, Forenede Brætspillere i Odense (FBO), blev oprettet i 1981.",Wiki & Books
295,"forenes heroppe i Himlen, da vil til sidst også han vinde det evige liv.",Wiki & Books
296,"I den formulerede han ""Janteloven"", der sammenfatter undertrykkelsen og småligheden i den fiktive danske provinsby Jante.",Wiki & Books
297,skelnes varmest livets flor.,Wiki & Books
298,"Men hvis brugeren af din hjemmeside ikke skal taste en ny adresse ind i browersen hele tiden, må du lave et link.",Wiki & Books
299,"Så fin og frisk og fager som bøgeskoven står, 
",Wiki & Books
300,"Disse metoder adskiller sig på forskellig måde, bl.a. ved at stille forskellige krav til risikovillighed, planlægning og dokumentation, ligesom muligheden for effektiv styring af omkostningerne varierer.",Wiki & Books
301,"Bordrollespil (også kaldet ""Rundt om bordet"" eller ""Pen and paper"") er en form for rollespil, der har fået sin betegnelse fordi det historisk har foregået omkring et bord.",Wiki & Books
302,"http://www.openthemagazine.com/
",Wiki & Books
303,"Brudevielsen i Fjor, 1813",Wiki & Books
304,"Det hele er forandret, eller også er det mig.",Wiki & Books
305,"Sandferne
",Wiki & Books
306,i livet hos moder dengang døden for mig åbned' en dør til mit liv.,Wiki & Books
307,"i dette her fremmed' land.""",Wiki & Books
308,"Skarp Lud
",Wiki & Books
309,"et billede af din far på Side2.html, skal laves sådan:
",Wiki & Books
310,"Telegraph-Rygtet
",Wiki & Books
311,De fire bind indeholder 365 bemalede blade med mere end 1200 planter.,Wiki & Books
312,"et link på Side3.html til Side1.html, vil se sådan ud:",Wiki & Books
313,Om end hagl,Wiki & Books
314,"med en røst fra Evigheden,
",Wiki & Books
315,Mange af filmskaberne lavede også både kommercielle film for at sponsorere deres avant garde film.,Wiki & Books
316,"hr. Nielaus gæv 
",Wiki & Books
317,Centralnervesystemet.,Wiki & Books
318,Juli 1879,Wiki & Books
319,"Tehelka Magazine, Year-End Special Issue: Original Fictions 2010.",Wiki & Books
320,"Man har adgang til korte introduktioner, men der udover skal man betale:",Wiki & Books
321,"Dette indsættes nu i (1):
",Wiki & Books
322,"risikoen for at glemme dem når det gælder er for stor, og derfor skal de bæres hele tiden.",Wiki & Books
323,"Raad Jer selv
",Wiki & Books
324,— er en anden og ikke mindre vigtig Hensigt med Bogens Offentliggjørelse,Wiki & Books
325,"Udgivet efter håndskrift: Österreichische Nationalbibliothek, Cod. Lat.
",Wiki & Books
326,"De voksne lever af bundlevende fisk, f.eks. torsk og tobis.",Wiki & Books
327,"han holdt alt så vel sin tro,
",Wiki & Books
328,"Brahe blev
",Wiki & Books
329,"Om vinteren opholder aborren sig, hvor der er dybere, da vandet her ikke så let bundfryser.",Wiki & Books
330,"Folk der bruger briller i forvejen kan i mange tilfælde nøjes med dem, men skal ved de enkelte forsøg overveje om deres egne briller dækker øjnene og ansigtet godt nok.",Wiki & Books
331,"For fuld Orkester
",Wiki & Books
332,"Selvom denne skelnen er væsentlig, hører det også med til det hele billede, at mange former for rollespil er hybridformer af de to grundformer.",Wiki & Books
333,"For bange Hind at naae,
",Wiki & Books
334,"""Vær vel mødt, jomfru Hermelin,",Wiki & Books
335,"En uromantisk Novelle
",Wiki & Books
336,"intet fjeld for svimmelhed,
",Wiki & Books
337,Jeg drømte,Wiki & Books
338,"Til Hanna Braem
",Wiki & Books
339,"Til Skibet, som førte Kronprindsen over Havet
",Wiki & Books
340,"Kemien studerer disse atomers interaktioner med hinanden, nogle gange som enkeltatomer, men oftere kombineret med (bundet til) andre atomer i form af ioner og molekyler.",Wiki & Books
341,Når en organisme er obligat aerob,Wiki & Books
342,"Paa Sjælland
",Wiki & Books
343,"Ved Wessels Død
",Wiki & Books
344,Han bosatte sig med sin første familie i Blylaget i Nesodden ved Bunnefjorden syd for Oslo.,Wiki & Books
345,"Afslutningsvis skal du derfor altid tilkendegive, at du fortsat er interesseret:",Wiki & Books
346,"Jeg har i Slotte huset
",Wiki & Books
347,Evt. ufarlige kemikalier (som f.eks. vand) kan også være ubehagelige at få på tøjet.,Wiki & Books
348,Hen over en Valplads,Wiki & Books
349,Den generelle løsningsformel for hvor andengradsligningen skærer x-aksen er som følger:,Wiki & Books
350,og sover ved Nielaus' side.,Wiki & Books
351,"Med luftig Jægerhær,
",Wiki & Books
352,"Cantate paa Kongens Fødsels-Dag, d. 29. Jan 1786
",Wiki & Books
353,"Det slette Skrivertøi, 1813
",Wiki & Books
354,"Koral
",Wiki & Books
355,"Som oftest når man taler om en ligning er der også tale om en variabel, dvs. et ikke-konstant tal.",Wiki & Books
356,"månedsdagen, derefter var,
",Wiki & Books
357,"altid afvist, en landflygtig overalt på jorden - lykkeligt fundet hvile",Wiki & Books
358,"Selv om både Spanien og Marokko mener, de har rettighederne til øen, er begge enige om situationen, som den står nu, med Persilleøen som et forladt ingenmandsland.",Wiki & Books
359,"I nyere tid er imidlertid opstået adskillige formeksperimenter og varianter af bordrollespillet, så denne model ikke længere står alene, og funktionerne som spilleder og spiller bliver flydende.",Wiki & Books
360,Første Tillægsprotokol (1952).,Wiki & Books
361,Vedlagt fremsendes Straffelovrådet og Retsplejerådets betænkning om visse strafferetlige og civilretlige spørgsmål i forbindelse med arbejdskonflikter.,Wiki & Books
362,"Saalunde, mon man sige,
",Wiki & Books
363,"Denne opdagelse har ledt frem til vigtige koncepter som kemisk ligevægt, termodynamik og kinetik.",Wiki & Books
